,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Incident type 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,
Outage_OIS_Number,Date,Time,Latitude,Longitude,Circuit Name,Type of Equipment Involved,Facility Identification,Voltage,Overhead/Underground,,,,,,,,,,,,,,,,
1888916,10/1/17,4:36:00 PM,39.7969567,-122.11853,CAPAY-1101,Conductor,103850270,12000,OH,,,,,,,,,,,,,,,,
1889028,10/1/17,11:53:00 PM,40.0192,-122.1452,CORNING-1102,Conductor,101534592,12000,OH,,,,,,,,,,,,,,,,
1889638,10/2/17,5:43:00 PM,38.3634,-122.28458,PUEBLO-1105,Conductor,102282538,12000,OH,,,,,,,,,,,,,,,,
1889389,10/2/17,12:28:00 PM,39.63135,-122.00685,JACINTO-1101,Conductor,103224422,12000,OH,,,,,,,,,,,,,,,,
1889090,10/2/17,7:08:00 AM,38.2949,-122.1066,JAMESON-1105,Transformer,101658181,12000,OH,,,,,,,,,,,,,,,,
1889514,10/2/17,3:00:00 PM,38.91023,-120.91853,MOUNTAIN-QUARRIES-2101,Other,100110800,21000,OH,,,,,,,,,,,,,,,,
1889608,10/2/17,4:08:00 PM,38.7182,-120.9756,SHINGLE-SPRINGS-2109,Conductor,101375963,21000,OH,,,,,,,,,,,,,,,,
1889047,10/2/17,3:21:00 AM,37.33137,-120.5242817,EL-CAPITAN-1104,Conductor,101160137,12000,OH,,,,,,,,,,,,,,,,
TR9458867,10/4/17,12:22:00 PM,37.81692,-121.27147,VIERRA-1701,Other,102091094,17000,OH,,,,,,,,,,,,,,,,
1891141,10/5/17,12:25:00 AM,38.00524,-121.75446,CONTRA-COSTA-2107,Switch,100456226,21000,UG,,,,,,,,,,,,,,,,
1891388,10/5/17,10:57:00 AM,39.46636,-122.16704,LOGAN-CREEK-2101,Other,100343435,21000,OH,,,,,,,,,,,,,,,,
1891136,10/5/17,12:04:00 AM,38.65539,-120.9934,SHINGLE-SPRINGS-2108,,153652108,21000,OH,,,,,,,,,,,,,,,,
1892157,10/6/17,4:09:00 PM,40.9712383,-124.037155,JANES-CREEK-1101,Conductor,100978977,12000,OH,,,,,,,,,,,,,,,,
1892017,10/6/17,12:11:00 PM,39.4644967,-122.1123789,LOGAN-CREEK-2101,Conductor,100344016,21000,OH,,,,,,,,,,,,,,,,
TR9463364,10/6/17,7:44:00 AM,38.5607033,-121.764245,DAVIS-1105,Lightning Arrestor,101639481,12000,OH,,,,,,,,,,,,,,,,
1892492,10/7/17,10:21:00 AM,37.1988,-121.8325,HICKS-2101,Other,100600703,21000,OH,,,,,,,,,,,,,,,,
1893593,10/8/17,4:43:00 PM,40.887595,-123.991752,BLUE-LAKE-1102,Conductor,100972408,12000,OH,,,,,,,,,,,,,,,,
1892937,10/8/17,5:13:00 AM,40.3252,-124.2881,GARBERVILLE-1102,Conductor,100987374,12000,OH,,,,,,,,,,,,,,,,
1893337,10/8/17,10:39:00 AM,39.589,-122.2015,LOGAN-CREEK-2102,Conductor,100341037,21000,OH,,,,,,,,,,,,,,,,
1893810,10/8/17,8:54:00 PM,39.6315,-121.4225,WYANDOTTE-1103,Conductor,100347747,12000,OH,,,,,,,,,,,,,,,,
1893752,10/8/17,7:44:00 PM,39.744593,-121.597041,PARADISE-1104,Conductor,100330456,12000,OH,,,,,,,,,,,,,,,,
1893647,10/8/17,5:51:00 PM,38.5331067,-121.5423633,DEEPWATER-1107,Conductor,101585529,12000,OH,,,,,,,,,,,,,,,,
1894083,10/8/17,10:31:00 PM,38.322616,-121.94307,PEABODY-2112,Conductor,101561309,21000,OH,,,,,,,,,,,,,,,,
TR9478779,10/8/17,11:51:00 PM,38.2758498,-121.96167,PEABODY-2107,Conductor,101660727,21000,OH,,,,,,,,,,,,,,,,
1893729,10/8/17,7:11:00 PM,37.207137,-121.861998,HICKS-2103,Conductor,100622560,21000,OH,,,,,,,,,,,,,,,,
1894011,10/8/17,9:11:00 PM,39.4554,-121.04981,PIKE-CITY-1101,Conductor,100099226,12000,OH,,,,,,,,,,,,,,,,
1893970,10/8/17,10:36:00 PM,39.259492,-120.996498,BRUNSWICK-1105,Other,100072730,12000,OH,,,,,,,,,,,,,,,,
1894764,10/9/17,1:29:00 AM,37.841565,-121.958265,TASSAJARA-2103,Conductor,100501933,21000,OH,,,,,,,,,,,,,,,,
1896418,10/9/17,12:05:00 PM,35.406721,-118.962313,COLUMBUS-1103,Conductor,100252698,12000,OH,,,,,,,,,,,,,,,,
TR9483748,10/9/17,2:27:00 AM,37.7293133,-122.13783,SAN-LEANDRO-U-1114,Conductor,100903727,12000,OH,,,,,,,,,,,,,,,,
1894820,10/9/17,1:13:00 AM,38.101034,-122.219647,VALLEJO-B-1101,Conductor,102218775,12000,OH,,,,,,,,,,,,,,,,
1894986,10/9/17,9:59:00 AM,38.8575533,-122.722065,KONOCTI-1102,Conductor,103570679,12000,OH,,,,,,,,,,,,,,,,
TR9489109,10/9/17,8:08:00 AM,39.73711,-121.64642,PARADISE-1103,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1895111,10/9/17,12:04:00 AM,38.190621,-121.949741,PEABODY-2107,Conductor,101559973,21000,OH,,,,,,,,,,,,,,,,
1895648,10/9/17,4:36:00 AM,38.26428,-122.04877,SUISUN-1106,Conductor,101660707,12000,OH,,,,,,,,,,,,,,,,
1894156,10/9/17,2:09:00 AM,39.364225,-121.113065,COLUMBIA-HILL-1101,,152471101,12000,OH,,,,,,,,,,,,,,,,
1894755,10/9/17,1:02:00 AM,38.703682,-120.672497,APPLE-HILL-2102,Other,101408485,21000,OH,,,,,,,,,,,,,,,,
1897822,10/10/17,4:29:00 PM,37.255911,-121.958623,VASONA-1101,Conductor,100542800,12000,OH,,,,,,,,,,,,,,,,
1897814,10/10/17,4:17:00 PM,38.314776,-122.706728,COTATI-1104,Conductor,101996286,12000,OH,,,,,,,,,,,,,,,,
1897619,10/10/17,1:36:00 PM,38.9309817,-123.3023483,PHILO-1101,Conductor,102214553,12000,OH,,,,,,,,,,,,,,,,
1898451,10/11/17,11:57:00 AM,38.501533,-123.023665,MONTE-RIO-1113,Conductor,101974930,12000,OH,,,,,,,,,,,,,,,,
1898744,10/11/17,4:41:00 PM,38.679001,-121.948696,MADISON-1103,Conductor,101591668,12000,OH,,,,,,,,,,,,,,,,
1899985,10/13/17,10:27:00 AM,37.056071,-122.020565,CAMP-EVERS-2106,Conductor,101677721,21000,OH,,,,,,,,,,,,,,,,
1899827,10/13/17,8:30:00 AM,38.023427,-122.537639,LAS-GALLINAS-A-1106,Transformer,102246021,12000,OH,,,,,,,,,,,,,,,,
1900499,10/13/17,10:19:00 PM,39.764849,-121.630749,PARADISE-1103,Transformer,100325368,12000,OH,,,,,,,,,,,,,,,,
1900455,10/13/17,7:25:00 PM,36.941529,-120.03973,MADERA-1106,Conductor,101224900,12000,OH,,,,,,,,,,,,,,,,
1900860,10/14/17,2:43:00 PM,40.112151,-122.173676,GERBER-1102,Fuse,101539953,12000,OH,,,,,,,,,,,,,,,,
1901361,10/15/17,1:18:00 PM,37.385525,-121.81327,MC-KEE-1107,Conductor,100563705,12000,OH,,,,,,,,,,,,,,,,
1902005,10/16/17,12:26:00 PM,36.6641,-121.099469,PANOCHE-1103,Conductor,101689865,12000,OH,,,,,,,,,,,,,,,,
1901696,10/16/17,12:10:00 PM,36.58307,-121.936756,VIEJO-2201,Conductor,101781248,21000,OH,,,,,,,,,,,,,,,,
1901996,10/16/17,12:20:00 PM,37.7199783,-122.0687,CASTRO-VALLEY-1106,Conductor,100900970,12000,OH,,,,,,,,,,,,,,,,
1902889,10/17/17,6:22:00 PM,35.4256567,-119.0297217,KERN-OIL-1110,Capacitor Bank,100144662,12000,OH,,,,,,,,,,,,,,,,
TR9527064,10/18/17,1:58:00 PM,37.6360467,-122.07925,MT-EDEN-1108,Conductor,100952408,12000,OH,,,,,,,,,,,,,,,,
1906078,10/20/17,12:36:00 PM,36.035986,-120.057971,AVENAL-2101,Conductor,Pole 009/009,21000,OH,,,,,,,,,,,,,,,,
1905311,10/20/17,6:18:00 AM,36.747494,-119.762952,BARTON-1108,Conductor,100859697,12000,OH,,,,,,,,,,,,,,,,
1906176,10/20/17,2:00:00 PM,36.92155,-119.72828,SHEPHERD-2111,Fuse,100727124,21000,OH,,,,,,,,,,,,,,,,
1906081,10/20/17,1:43:00 PM,35.353,-119.9873,CARRIZO-PLAINS-1101,Conductor,100136483,12000,OH,,,,,,,,,,,,,,,,
1906380,10/20/17,1:45:00 PM,34.55317,-120.530293,CABRILLO-1103,Conductor,101921492,12000,OH,,,,,,,,,,,,,,,,
1905224,10/20/17,6:18:00 AM,39.292205,-121.01573,BRUNSWICK-1103,Conductor,100087647,12000,OH,,,,,,,,,,,,,,,,
1906950,10/21/17,4:05:00 PM,37.591079,-122.009946,JARVIS-1105,Conductor,103516949,12000,OH,,,,,,,,,,,,,,,,
1906908,10/21/17,3:08:00 PM,39.064001,-122.776453,LUCERNE-1106,Conductor,102155186,12000,OH,,,,,,,,,,,,,,,,
TR9556966,10/23/17,7:34:00 PM,36.0772,-121.019,SAN-ARDO-1101,Conductor,101763398,12000,OH,,,,,,,,,,,,,,,,
1908338,10/23/17,9:24:00 PM,37.371331,-122.347991,HALF-MOON-BAY-1103,Conductor,100270421,12000,OH,,,,,,,,,,,,,,,,
1908657,10/24/17,3:23:00 PM,36.859877,-121.794735,GREEN-VALLEY-2102,Conductor,101789001,21000,OH,,,,,,,,,,,,,,,,
1910010,10/26/17,10:53:00 AM,36.403558,-121.912193,OTTER-1101,Conductor,101777002,12000,OH,,,,,,,,,,,,,,,,
1911630,10/28/17,8:08:00 PM,35.02221999,-118.769149,TEJON-1103,Fuse,100223850,12000,OH,,,,,,,,,,,,,,,,
1911513,10/28/17,3:26:00 PM,39.451623,-123.383814,WILLITS-1103,Conductor,102209084,12000,OH,,,,,,,,,,,,,,,,
1913357,10/31/17,9:39:00 PM,39.111887,-122.916326,LUCERNE-1103,Conductor,Structure 020/003,12000,OH,,,,,,,,,,,,,,,,
1917045,11/6/17,3:18:00 PM,38.2998,-122.503,SONOMA-1104,Conductor,101982913,12000,OH,,,,,,,,,,,,,,,,
1916708,11/6/17,10:22:00 AM,37.1460033,-121.66753,MORGAN-HILL-2108,Conductor,103570543,21000,OH,,,,,,,,,,,,,,,,
1918496,11/8/17,2:53:00 PM,37.79198,-122.22211,OAKLAND-X-0401,Conductor,101352529,4000,OH,,,,,,,,,,,,,,,,
1917916,11/8/17,7:11:00 AM,37.7366917,-120.3458717,MERCED-FALLS-1102,Conductor,101191714,12000,OH,,,,,,,,,,,,,,,,
1920559,11/11/17,12:16:00 PM,35.119078,-120.393642,SANTA-MARIA-1108,Conductor,101931190,12000,OH,,,,,,,,,,,,,,,,
1921045,11/12/17,7:44:00 PM,36.73779,-119.77691,CALIFORNIA-AVE-1113,Capacitor Bank,100871063,12000,OH,,,,,,,,,,,,,,,,
1921917,11/14/17,7:43:00 AM,37.324,-120.8145583,LIVINGSTON-1101,Transformer,103853299,12000,OH,,,,,,,,,,,,,,,,
1924851,11/17/17,9:53:00 AM,37.08016,-120.019445,STOREY-1109,Fuse,101029626,12000,OH,,,,,,,,,,,,,,,,
1926932,11/20/17,8:05:00 PM,35.49951,-118.90994,POSO-MOUNTAIN-2104,Conductor,103782809,21000,OH,,,,,,,,,,,,,,,,
1926308,11/20/17,8:32:00 AM,38.75835,-120.84385,PLACERVILLE-1110,Conductor,101389405,12000,OH,,,,,,,,,,,,,,,,
1927252,11/21/17,11:55:00 AM,37.61013,-121.333242,WESTLEY-1101,Conductor,102053617,12000,OH,,,,,,,,,,,,,,,,
TR9660139,11/22/17,2:03:00 PM,36.752021,-121.663632,PRUNEDALE-1107,Conductor,103154362,12000,OH,,,,,,,,,,,,,,,,
1928440,11/23/17,4:33:00 PM,35.7755417,-120.69413,SAN-MIGUEL-1106,Conductor,101860971,12000,OH,,,,,,,,,,,,,,,,
1928626,11/24/17,10:33:00 AM,36.6213317,-120.0616517,KERMAN-1106,Conductor,100700090,12000,OH,,,,,,,,,,,,,,,,
1928873,11/25/17,6:51:00 AM,36.014363,-119.955587,TULARE-LAKE-1106,Conductor,100693913,12000,OH,,,,,,,,,,,,,,,,
1929233,11/26/17,10:15:00 AM,36.7098067,-119.5632133,SANGER-1104,Conductor,100815464,12000,OH,,,,,,,,,,,,,,,,
1929826,11/27/17,6:23:00 AM,36.69419,-121.65832,SALINAS-1103,Conductor,101723997,12000,OH,,,,,,,,,,,,,,,,
1931254,11/28/17,3:49:00 PM,36.497432,-119.790859,CAMDEN-1105,Other,100806272,12000,OH,,,,,,,,,,,,,,,,
1932196,11/29/17,5:34:00 PM,38.684097,-120.654609,APPLE-HILL-2102,Conductor,101419450,21000,OH,,,,,,,,,,,,,,,,
1938318,12/7/17,12:25:00 PM,34.711511,-120.177153,PALMER-1101,Unknown,Pole 015/220,12000,OH,,,,,,,,,,,,,,,,
1940964,12/12/17,4:57:00 AM,39.77107287,-121.59727,PARADISE-1105,Fuse,100324902,12000,OH,,,,,,,,,,,,,,,,
1942141,12/13/17,12:13:00 PM,35.5922033,-120.6474083,TEMPLETON-2109,Other,103390807,21000,OH,,,,,,,,,,,,,,,,
1943142,12/14/17,5:16:00 PM,34.5878283,-120.3566267,CABRILLO-1103,Conductor,101911004,12000,OH,,,,,,,,,,,,,,,,
1942447,12/14/17,1:33:00 AM,37.19789,-121.83746,HICKS-2101,Conductor,100622323,21000,OH,,,,,,,,,,,,,,,,
1944937,12/16/17,1:39:00 PM,37.97021999,-121.640919,BRENTWOOD-SUB-2112,Conductor,100473121,21000,OH,,,,,,,,,,,,,,,,
1945608,12/16/17,4:03:00 PM,35.65929,-120.494588,CHOLAME-2102,Conductor,103131190,21000,OH,,,,,,,,,,,,,,,,
1945058,12/16/17,1:32:00 PM,38.817063,-122.704119,MIDDLETOWN-1101,Conductor,102167231,12000,OH,,,,,,,,,,,,,,,,
1944063,12/16/17,7:02:00 AM,39.7447383,-122.19612,ORLAND-B-1103,Conductor,100428554,12000,OH,,,,,,,,,,,,,,,,
1947307,12/19/17,7:06:00 AM,36.27152,-120.3927,COALINGA-NO-2-1105,Fuse,100745841,12000,OH,,,,,,,,,,,,,,,,
1947858,12/19/17,5:59:00 PM,35.230928,-119.598395,FELLOWS-2104,Conductor,100165540,21000,OH,,,,,,,,,,,,,,,,
1947983,12/19/17,7:45:00 PM,40.7271,-122.326286,STILLWATER-STATION-1101,Conductor,101457738,12000,OH,,,,,,,,,,,,,,,,
1948899,12/20/17,2:03:00 PM,35.664599,-121.244,CAMBRIA-1101,Fuse,103857828,12000,OH,,,,,,,,,,,,,,,,
1948934,12/20/17,4:04:00 PM,34.6105483,-120.321795,CABRILLO-1103,Fuse,101906902,12000,OH,,,,,,,,,,,,,,,,
1948293,12/20/17,7:54:00 AM,37.401153,-122.360618,HALF-MOON-BAY-1103,Conductor,100318864,12000,OH,,,,,,,,,,,,,,,,
1950287,12/22/17,2:38:00 PM,35.337541,-119.063696,STOCKDALE-2114,Switch,5895SW,21000,UG,,,,,,,,,,,,,,,,
1950822,12/24/17,3:58:00 AM,40.46185,-122.32768,JESSUP-1103,Conductor,101496394,12000,OH,,,,,,,,,,,,,,,,
TR9804650,12/29/17,4:31:00 PM,37.8516812,-122.158631,MORAGA-1104,Capacitor Bank,100488954,12000,OH,,,,,,,,,,,,,,,,
1863769,8/31/17,6:21:00 AM,35.615986,-120.857702,TEMPLETON-2110,Conductor,101860075,21000,OH,,,,,,,,,,,,,,,,
1930189,11/27/17,11:10:00 AM,37.129616,-122.312436,HALF-MOON-BAY-1103,Conductor,100268264,12000,OH,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
19,1/1/18,12:00:00 AM,37.12466,-120.30417,CHOWCHILLA-1106,Conductor,101128983,12000,,,,,,,,,,,,,,,,,
TR1000090,1/1/18,12:00:00 AM,35.45779,-120.95778,CAYUCOS-1101,Conductor,101882074,12000,,,,,,,,,,,,,,,,,
TR1041707,1/13/18,12:00:00 AM,35.36426,-120.82182,BAYWOOD-1101,Conductor,Str. 002/010,12000,,,,,,,,,,,,,,,,,
,1/13/18,12:00:00 AM,35.3642633,-120.8218167,BAYWOOD-1101,Conductor,Str. 002/010,12000,,,,,,,,,,,,,,,,,
9068,1/16/18,2:28:00 PM,34.57035,-119.96451,SANTA-YNEZ-1101,Conductor,101921689,12000,OH,,,,,,,,,,,,,,,,
17912,2/1/18,12:00:00 AM,37.97196,-121.32292,COUNTRY-CLUB-0402,Conductor,102057437,4000,,,,,,,,,,,,,,,,,
20595,2/7/18,5:44:00 AM,40.65432,-122.5198,KESWICK-1101,Conductor,103922730,12000,OH,,,,,,,,,,,,,,,,
20762,2/7/18,9:45:00 AM,38.03649,-120.21181,MIWUK-1701,Conductor,101038120,17000,OH,,,,,,,,,,,,,,,,
22200,2/9/18,6:52:00 PM,39.15294,-122.22962,WILLIAMS-1102,Conductor,101626240,12000,OH,,,,,,,,,,,,,,,,
23612,2/12/18,8:10:00 PM,39.93953,-121.64937,ORO-FINO-1102,Jumpers,WIRE DOWN 15 SPANS LD SIDE LR 2040{WIRE DOWN 15 SPANS LD SIDE LR 2040},12000,OH,,,,,,,,,,,,,,,,
TR1170757,2/25/18,12:00:00 AM,36.25297,-120.31534,COALINGA-NO-2-1107,Conductor,100744054,12000,,,,,,,,,,,,,,,,,
32147,2/26/18,12:00:00 AM,35.53021,-118.96955,POSO-MOUNTAIN-2101,,5.17091E+11,21000,,,,,,,,,,,,,,,,,
36837,3/3/18,8:37:00 PM,39.121276,-121.055036,HIGGINS-1104,Conductor,100095928,12000,OH,,,,,,,,,,,,,,,,
38797,3/5/18,4:11:00 PM,34.99299,-118.90108,TEJON-1106,Unknown,103235837,12000,OH,,,,,,,,,,,,,,,,
39447,3/6/18,5:57:00 PM,38.2811,-120.8965,CLAY-1103,Conductor,101238429,12000,OH,,,,,,,,,,,,,,,,
41621,3/10/18,3:16:00 PM,39.27307,-122.18177,MAXWELL-1105,Lightning Arrestor,101635717,12000,OH,,,,,,,,,,,,,,,,
42108,3/12/18,2:16:00 AM,38.95128,-122.06473,ARBUCKLE-1104,Other,103781246,12000,OH,,,,,,,,,,,,,,,,
53936,3/26/18,5:00:00 PM,38.73038,-122.62155,MIDDLETOWN-1101,Conductor,102166450,12000,OH,,,,,,,,,,,,,,,,
57989,4/2/18,11:22:00 AM,38.47995,-121.99456,PUTAH-CREEK-1103,Conductor,101577668,12000,OH,,,,,,,,,,,,,,,,
58901,4/3/18,12:00:00 AM,37.01185,-121.61516,LLAGAS-2107,Conductor,100611410,21000,,,,,,,,,,,,,,,,,
65706,4/12/18,2:59:00 PM,34.966,-120.42829,SANTA-MARIA-1106,Transformer,5.1273E+11,12000,OH,,,,,,,,,,,,,,,,
68314,4/16/18,6:21:00 PM,35.4365,-118.8949,KERN-OIL-1106,Conductor,WIRE DOWN; TAKEOFF P TWD 517341070634{WIRE DOWN; TAKEOFF P TWD 517341070634},12000,OH,,,,,,,,,,,,,,,,
TR1385514,4/23/18,12:00:00 AM,37.61375,-121.36119,WESTLEY-1101,Conductor,Pole 1/9,12000,,,,,,,,,,,,,,,,,
INT-10949,4/23/18,12:00:00 AM,37.613753,-121.361191,WESTLEY-1101,Conductor,Pole 1/9,12000,,,,,,,,,,,,,,,,,
TR1388428,4/24/18,12:00:00 AM,36.38596,-119.77637,CAMDEN-1103,Conductor,102305550,12000,,,,,,,,,,,,,,,,,
73283,4/24/18,12:00:00 AM,36.81117,-119.82598,ASHLAN-AVE-2115,Conductor,100830359,21000,,,,,,,,,,,,,,,,,
75445,4/27/18,12:48:00 PM,39.17166,-120.86517,BONNIE-NOOK-1101,Line Recloser,152301101,12000,OH,,,,,,,,,,,,,,,,
76218,4/29/18,11:54:00 AM,36.13464,-119.5489,CORCORAN-1104,Fuse,252171104,12000,OH,,,,,,,,,,,,,,,,
76886,4/30/18,3:14:00 PM,35.04366,-120.49422,MESA-1103,Conductor,101893032,12000,OH,,,,,,,,,,,,,,,,
76886,4/30/18,3:14:00 PM,35.04366,-120.49422,MESA-1103,Conductor,101893032,12000,OH,,,,,,,,,,,,,,,,
TR1419908,5/4/18,12:00:00 AM,38.014777,-121.998851,TIDEWATER-2106,Conductor,103148775,21000,,,,,,,,,,,,,,,,,
80316,5/6/18,3:02:00 PM,39.144855,-122.080288,WILLIAMS-1102,Conductor,101623905,12000,OH,,,,,,,,,,,,,,,,
81854,5/8/18,5:49:00 PM,38.254513,-122.453082,SONOMA-1107,Conductor,101992211,12000,OH,,,,,,,,,,,,,,,,
TR1433966,5/9/18,12:00:00 AM,35.4001067,-118.8969667,CAL-WATER-1103,Capacitor Bank,103924151,12000,,,,,,,,,,,,,,,,,
82502,5/9/18,2:00:00 PM,38.557633,-123.303592,FORT-ROSS-1121,Conductor,101998286,12000,OH,,,,,,,,,,,,,,,,
83837,5/11/18,12:00:00 AM,38.387837,-122.98862,MOLINO-1102,Conductor,101973909,12000,,,,,,,,,,,,,,,,,
84003,5/11/18,12:45:00 PM,38.919258,-121.246869,LINCOLN-1104,Conductor,100035269,12000,OH,,,,,,,,,,,,,,,,
84219,5/11/18,2:53:00 AM,40.32629,-123.922719,FRUITLAND-1141,Conductor,100989912,12000,OH,,,,,,,,,,,,,,,,
84335,5/11/18,2:46:00 AM,38.82017,-120.926896,SHINGLE-SPRINGS-2109,Conductor,101388939,21000,OH,,,,,,,,,,,,,,,,
85003,5/12/18,12:00:00 AM,38.6541,-121.764219,PLAINFIELD-1106,Conductor,101606060,12000,,,,,,,,,,,,,,,,,
85155,5/12/18,12:26:00 AM,38.91190999,-122.06063,ARBUCKLE-1104,Fuse,62081104,12000,OH,,,,,,,,,,,,,,,,
INT-10995,5/13/18,12:00:00 AM,37.523475,-120.329902,MERCED-FALLS-1102,Switch,Twr 13/10,12000,,,,,,,,,,,,,,,,,
85954,5/14/18,2:02:00 PM,35.40356,-119.0413317,BAKERSFIELD-1118,Conductor,100240571,12000,OH,,,,,,,,,,,,,,,,
86193,5/14/18,9:10:00 PM,35.2385,-119.083295,STOCKDALE-2112,Conductor,100164480,21000,OH,,,,,,,,,,,,,,,,
TR1454155,5/15/18,12:00:00 AM,37.44007056,-121.9247952,DIXON-LANDING-2103,Conductor,103776080,21000,,,,,,,,,,,,,,,,,
87107,5/16/18,9:12:00 AM,35.3106267,-118.916375,LAMONT-1107,Conductor,100143713,12000,OH,,,,,,,,,,,,,,,,
88798,5/17/18,5:32:00 PM,35.220799,-119.155322,OLD-RIVER-1105,Line Recloser,252821105,12000,OH,,,,,,,,,,,,,,,,
INT-11018,5/19/18,12:00:00 AM,38.932603,-121.493691,EAST-NICOLAUS-1102,Conductor,Str. 41/319,12000,,,,,,,,,,,,,,,,,
89590,5/19/18,12:00:00 AM,38.87397999,-121.525059,EAST-NICOLAUS-1103,,2.21355E+11,12000,,,,,,,,,,,,,,,,,
89787,5/19/18,1:58:00 PM,36.470858,-121.466472,GONZALES-1103,Other,182131103,12000,OH,,,,,,,,,,,,,,,,
89875,5/19/18,7:44:00 PM,40.266523,-122.272721,RED-BLUFF-1104,Other,103541104,12000,OH,,,,,,,,,,,,,,,,
89903,5/19/18,9:02:00 PM,36.88096,-120.164519,EL-PECO-1105,Circuit Breaker,25398-2100066496{1105/2},12000,OH,,,,,,,,,,,,,,,,
90258,5/20/18,5:14:00 PM,36.5903633,-119.275215,REEDLEY-1104,Conductor,252341104,12000,OH,,,,,,,,,,,,,,,,
91428,5/22/18,8:14:00 AM,39.460212,-121.549364,WYANDOTTE-1109,Other,102911109,12000,OH,,,,,,,,,,,,,,,,
92036,5/22/18,12:00:00 AM,38.35433,-121.74955,DIXON-1103,Conductor,2.20723E+11,12000,,,,,,,,,,,,,,,,,
92036,5/22/18,12:00:00 AM,38.358157,-121.749416,DIXON-1103,,2.20723E+11,12000,,,,,,,,,,,,,,,,,
92725,5/23/18,2:03:00 PM,37.36356,-120.503209,EL-CAPITAN-1103,Conductor,101013307,12000,OH,,,,,,,,,,,,,,,,
92788,5/23/18,3:37:00 PM,37.01972,-119.72972,WOODWARD-2108,Conductor,103312862,21000,OH,,,,,,,,,,,,,,,,
93310,5/24/18,12:00:00 AM,35.505784,-120.095787,CHOLAME-2102,Conductor,103010228,21000,,,,,,,,,,,,,,,,,
93951,5/25/18,12:00:00 AM,36.7134,-119.43922,WAHTOKE-1108,Conductor,100762959,12000,,,,,,,,,,,,,,,,,
94464,5/26/18,11:28:00 AM,37.52187,-120.62784,CRESSEY-2104,conductor,101191128,21000,OH,,,,,,,,,,,,,,,,
94853,5/27/18,12:00:00 AM,40.438186,-122.30009,ANDERSON-1101,conductor,,12000,,,,,,,,,,,,,,,,,
94960,5/28/18,1:56:00 AM,35.391918,-120.607723,ATASCADERO-1103,Conductor,101849984,12000,OH,,,,,,,,,,,,,,,,
96260,5/29/18,3:52:00 PM,37.5091617,-121.9544683,NEWARK-2107,Conductor,107589613,21000,UG,,,,,,,,,,,,,,,,
97097,5/30/18,1:00:00 PM,38.5275433,-121.821355,DAVIS-1107,Conductor,62041107,12000,OH,,,,,,,,,,,,,,,,
TR1521732,5/30/18,12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,
TR1524098,5/31/18,12:00:00 AM,38.974922,-121.609981,TUDOR-1101,Conductor,103127037,12000,,,,,,,,,,,,,,,,,
TR1524532,5/31/18,12:00:00 AM,36.1673483,-119.8611983,HENRIETTA-1104,Conductor,100688476,12000,,,,,,,,,,,,,,,,,
98051,5/31/18,12:00:00 AM,36.771148,-119.741671,BARTON-1116,Conductor,100841706,12000,,,,,,,,,,,,,,,,,
TR1525859,5/31/18,12:00:00 AM,35.48476,-119.046825,KERN-OIL-1104,Conductor,100114852,12000,,,,,,,,,,,,,,,,,
99387,6/2/18,12:02:00 PM,40.4552867,-122.3200717,JESSUP-1102,Conductor,101496970,12000,OH,,,,,,,,,,,,,,,,
99506,6/2/18,4:11:00 PM,37.31581,-122.022011,SARATOGA-1113,Conductor,100555119,12000,OH,,,,,,,,,,,,,,,,
99804,6/2/18,12:00:00 AM,37.310958,-121.907091,SAN-JOSE-A-1112,Conductor,103781309,12000,,,,,,,,,,,,,,,,,
TR1540196,6/3/18,12:00:00 AM,39.804155,-122.3461783,GLENN-1101,Conductor,103387870,12000,,,,,,,,,,,,,,,,,
100112,6/3/18,12:00:00 AM,39.5156567,-121.5421383,WYANDOTTE-1105,Conductor,100374172,12000,,,,,,,,,,,,,,,,,
100111,6/3/18,3:01:00 PM,36.83161392,-121.3634939,HOLLISTER-2105,Conductor,103901497,21000,OH,,,,,,,,,,,,,,,,
100698,6/4/18,12:00:00 AM,35.4655733,-120.4748467,TEMPLETON-2113,Conductor,101895513,21000,,,,,,,,,,,,,,,,,
100974,6/4/18,1:18:00 PM,37.01585,-120.001172,STOREY-1109,Conductor,101108691,12000,OH,,,,,,,,,,,,,,,,
TR1545998,6/4/18,12:00:00 AM,35.133266,-119.48117,TAFT-1104,Conductor,100193277,12000,,,,,,,,,,,,,,,,,
101059,6/4/18,2:45:00 PM,36.518337,-119.631371,KINGSBURG-1116,Conductor,100831403,12000,OH,,,,,,,,,,,,,,,,
101226,6/4/18,5:38:00 PM,36.38745999,-121.00448,LOS-OSITOS-2103,Other,182082103,21000,OH,,,,,,,,,,,,,,,,
101410,6/4/18,12:00:00 AM,35.36297,-118.9846483,BAKERSFIELD-2106,Conductor,100146786,21000,,,,,,,,,,,,,,,,,
101809,6/5/18,10:13:00 AM,40.6183083,-122.31731,OREGON-TRAIL-1103,Conductor,101467801,12000,OH,,,,,,,,,,,,,,,,
